state,downstream_hazard_potential,incident_driver,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_date_year,incident_date_month,incident_date_day,incident_time_year,incident_time_month,incident_time_day,incident_time_hour,number_of_people_evacuated,number_of_habitable_structures_evacuated,number_of_habitable_structures_flooded,volume_released_at_failure_ac_ft,incident_duration
0,1,4,1,0,1,2,33,650,64,1954,33.0958,-89.0729,2010,1970,1,1,1970,1,1,0,0,0,0,1,0
6,0,5,1,0,1,0,20,280,35,1949,31.7697,-94.4845,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
9,3,2,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
15,1,3,1,0,25,1,30,300,135,1916,39.322,-120.377,-1,1970,1,1,1970,1,1,0,0,0,0,1,15
11,1,0,1,39,1,3,26,-1,0,1850,41.1006,-76.0124,-1,1970,1,1,1970,1,1,0,0,1,1,1,6
28,1,2,2,0,1,2,39,7633,400,1935,39.1061,-83.0092,-1,1970,1,1,1970,1,1,0,1,1,1,1,13
28,1,5,2,0,1,2,39,7633,400,1935,39.1,-83,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,1,5,2,0,21,2,42,27450,488,1931,29.4684,-97.4921,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
5,0,1,0,0,0,0,37,518,0,-1,44.1695,-92.4304,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
6,1,1,0,0,1,1,9,192,22,1925,30.1906,-95.1764,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,1,2,1,0,1,2,21,120,9,1930,32.3471,-88.6912,-1,1970,1,1,1970,1,1,0,0,0,0,50,25
4,1,0,0,10,21,2,39,610,38,1920,37.2717,-77.4182,1991,1970,1,1,1970,1,1,0,5,6,1,1,0
1,4,0,1,0,1,2,24,173,17,1900,34.7336,-80.1717,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
0,0,2,1,0,1,0,14,54,0,-1,32.2167,-90.3517,-1,1970,1,1,1970,1,1,0,1,12,0,1,0
3,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,4,3,3,0,1,3,1,-1,0,-1,32.3658,-88.6514,-1,1970,1,1,1970,1,1,0,0,0,0,51,0
4,2,0,1,0,1,1,24,124,10,1974,36.7242,-81.3635,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,4,2,1,0,1,1,20,88.8,8,1955,40.56,-82.77,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
9,4,0,1,0,1,1,12,50,0,-1,35.011,-78.489,-1,1970,1,1,1970,1,1,0,1,1,1,1,33
11,3,5,3,0,7,3,42,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,10,1,0
6,3,5,3,0,7,3,9,20,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,2,0,0,13,2,90,1544,0,1976,41.2081,-75.2475,2008,1970,1,1,1970,1,1,0,0,0,1,3,0
14,0,0,1,0,8,0,35,559.5,26,1977,42.9075,-98.7811,1993,1970,1,1,1970,1,1,0,0,0,0,52,34
13,0,2,1,0,1,0,11,9,1,1936,43.0177,-71.4263,-1,1970,1,1,1970,1,1,0,0,0,0,1,35
12,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,11,1,0
3,1,0,1,0,8,2,68,2814,113,1952,40.0997,-105.261,2002,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,9,460,92,1840,34.04,-79.34,-1,1970,1,1,1970,1,1,0,0,0,0,1,8
30,1,2,1,0,1,2,33,83,6,1999,35.0292,-88.2458,-1,1970,1,1,1970,1,1,0,0,0,0,15,1
30,1,2,1,0,1,2,33,83,6,1999,35.0292,-88.2458,-1,1970,1,1,1970,1,1,0,0,0,1,1,2
2,4,1,3,0,1,1,39,135,3,1960,40.104,-93.7353,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,3,1,0,6,1,25,322,20,1964,30.6338,-96.4119,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
17,0,0,3,2,1,3,7,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,0,1,1,53,0
6,1,0,1,0,54,2,57,22000,1010,1969,30.4345,-95.5431,2012,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,1,4,0,56,2,130,1804300,23280,1955,33.0667,-97.0167,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,1,0,1,0,1,2,20,440,28,1900,33.9767,-81.23,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,1,0,0,0,6,2,46,1300,19,1902,39.8383,-105.171,2001,1970,1,1,1970,1,1,0,1,1,1,1,0
18,4,0,1,0,0,2,10,-1,10,1949,41.2822,-74.2461,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
13,4,0,0,6,0,0,19,126,10,1987,44.0372,-71.6741,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
11,4,0,1,0,2,3,11,-1,0,1955,40.0407,-79.4201,-1,1970,1,1,1970,1,1,0,0,0,0,1,7
17,1,0,1,4,1,2,24,-1,20,-1,41.0745,-74.3707,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
20,0,0,0,17,1,0,9,416,90,1924,42.8956,-95.2448,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
20,0,0,0,17,1,0,9,416,90,1924,42.8956,-95.2448,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,0,2,1,0,1,0,28,196.75,17,2009,31.6619,-88.5728,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
19,4,2,4,16,57,2,20,650,155,1932,44.275,-88.3183,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
19,4,2,4,16,57,2,20,650,155,1932,44.275,-88.3183,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
44,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
16,4,3,1,0,13,2,44,523,5,1962,39.6404,-76.5275,1962,1970,1,1,1970,1,1,0,0,1,1,1,36
16,4,0,1,0,13,2,44,523,5,1962,39.6404,-76.5275,1962,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,28,0,24,1094,38,1970,33.3278,-96.8344,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,4,2,1,0,1,2,65,1570,52,1968,40.2617,-106.113,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
16,0,0,1,0,1,0,17,66,7,1953,39.6844,-78.2553,1953,1970,1,1,1970,1,1,0,0,1,1,1,0
16,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,0,0,8,1,2,16,41,6,1915,40.1558,-75.2047,-1,1970,1,1,1970,1,1,0,0,1,1,1,7
9,1,0,1,0,1,1,21,109.2,0,-1,35.07,-78.998,-1,1970,1,1,1970,1,1,0,1,0,1,1,1
18,4,0,1,2,1,1,12,98,19,1950,41.4156,-73.9072,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,4,1,0,0,9,2,30,431,31,1897,40.8722,-76.045,-1,1970,1,1,1970,1,1,0,0,0,0,1,37
14,0,0,1,0,8,0,19,504,46,1954,42.9161,-103.316,-1,1970,1,1,1970,1,1,0,0,0,0,54,0
41,0,0,7,10,26,0,30,147000,1375,1973,58.1667,-133.733,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
41,0,6,7,10,26,0,30,147000,1375,1973,58.1667,-133.733,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
9,0,0,2,0,35,0,18,672,0,-1,35.213,-78.976,2010,1970,1,1,1970,1,1,0,1,0,1,1,1
37,1,0,0,0,9,2,40,33,2,1943,35.8835,-106.354,2013,1970,1,1,1970,1,1,0,0,1,0,1,0
6,4,1,0,0,9,2,99,21831,0,1991,33.2404,-98.1203,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
24,0,0,3,0,1,2,12,210,25,1956,41.855,-84.5011,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,1,0,1,2,23,568,36,1929,32.3153,-95.4152,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
25,3,5,3,40,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,2,1,8,1,2,15,315,34,1919,41.8069,-75.7742,-1,1970,1,1,1970,1,1,0,0,1,1,1,7
11,1,0,1,8,1,2,15,315,34,1919,41.8069,-75.7742,-1,1970,1,1,1970,1,1,0,0,1,1,1,6
3,1,0,0,6,9,2,46,34,2,1903,39.706,-105.411,1936,1970,1,1,1970,1,1,0,1,1,1,1,0
15,0,2,1,0,26,0,40,5091,198,1885,38.6088,-119.927,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
6,0,1,0,0,58,0,34,710,19,1960,30.6204,-97.3388,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,1,0,0,59,0,34,547,15,1960,30.6452,-97.2906,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
18,1,0,4,0,1,1,10,-1,0,-1,41.3538,-73.9774,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,60,2,29,2017,141,1953,32.5495,-96.4174,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
6,1,0,0,0,28,1,29,2017,141,1953,32.5495,-96.4174,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,60,2,27,1800,143,1953,32.5587,-96.3943,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
15,3,5,3,6,7,3,410,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
13,4,2,1,41,26,2,16,31,2,1934,43.6,-71.748,1937,1970,1,1,1970,1,1,0,0,0,0,1,38
19,1,2,5,4,61,2,16,200,40,1857,44.2798,-88.2556,1940,1970,1,1,1970,1,1,0,0,0,0,1,0
11,1,2,1,0,1,2,19,254,22,1960,41.2533,-75.4508,2007,1970,1,1,1970,1,1,0,0,1,1,1,0
11,1,2,1,0,1,2,19,254,22,1960,41.2533,-75.4508,2007,1970,1,1,1970,1,1,0,0,1,1,1,0
4,4,2,3,2,7,1,11,49.6,0,-1,37.4373,-77.4567,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
15,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
41,4,0,1,6,12,2,44,910,75,2024,58.8136,-135.04,-1,1970,1,1,1970,1,1,0,1,1,1,1,39
19,0,2,2,0,1,2,7,150,40,1962,45.3972,-90.6176,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
39,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
7,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,0,0,1,2,25,642,42,1933,33.7296,-96.588,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
21,1,1,0,0,1,2,25,937,59,1940,37.2131,-87.196,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
45,3,2,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
46,0,0,1,0,1,0,8,12,3,-1,43.2341,-72.8944,-1,1970,1,1,1970,1,1,0,0,0,0,55,0
1,0,0,1,0,1,1,24,90,9,1971,33.8983,-80.7283,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
9,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
14,0,2,1,0,8,0,25,238,21,1947,42.987,-103.814,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
0,0,3,3,0,1,3,8,-1,0,-1,33,-90,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,4,0,1,0,1,1,30,140,0,1968,29.7406,-98.863,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
4,0,3,1,0,1,2,34,105,14,-1,38.3734,-78.2164,-1,1970,1,1,1970,1,1,0,5,6,0,1,0
44,1,8,1,23,8,3,67,-1,0,0,39.7157,-111.299,-1,1970,1,1,1970,1,1,0,18,13,12,56,0
3,1,2,0,0,9,2,124,1100,27,1971,38.8767,-104.994,1998,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,1,0,7,2,16,108,0,1957,31.4314,-96.9698,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,4,3,1,0,1,1,27,22.9,2,1970,40.55,-81.63,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
11,0,3,0,3,9,3,6,-1,0,-1,40.011,-80.0542,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
21,4,2,0,0,9,0,28,804,51,1964,37.3024,-88.0906,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
19,3,5,3,2,7,3,0,0,0,0,0,0,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
3,1,2,7,0,9,2,33,21100,652,1899,39.6237,-105.062,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
16,3,3,3,0,7,3,22,25,0,-1,39.5237,-76.4438,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,0,0,0,13,2,52,180,1,1967,41.7647,-75.7467,-1,1970,1,1,1970,1,1,0,19,1,1,1,7
36,0,0,1,0,8,0,40,106,9,1954,42.0217,-105.24,-1,1970,1,1,1970,1,1,0,0,0,0,57,0
27,0,0,1,0,1,0,25,108,0,1930,34.1933,-84.1244,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
23,0,0,2,11,22,0,12,490,36,1933,39.2395,-75.6175,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
4,2,1,5,0,1,1,14,1162,0,-1,37.0414,-76.4873,-1,1970,1,1,1970,1,1,0,5,6,1,1,0
9,1,0,1,0,1,1,14,130,0,-1,35.07,-77.7878,-1,1970,1,1,1970,1,1,0,1,1,1,1,1
0,1,0,1,0,1,2,21,373,23,1948,34.9678,-89.8506,-1,1970,1,1,1970,1,1,0,1,0,0,1,0
28,4,2,2,0,0,2,21,24,1,-1,38.6578,-83.1778,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
6,4,0,0,0,9,2,50,6696,263,1942,32.6582,-99.3597,1980,1970,1,1,1970,1,1,0,1,1,1,1,0
15,1,5,1,0,26,2,241,35234,520,1965,41.1309,-122.071,-1,1970,1,1,1970,1,1,0,0,0,0,1,11
1,0,0,1,0,1,0,14,72,10,-1,34.4948,-79.4096,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
1,0,0,1,0,1,1,14,71,52,1908,33.885,-80.4617,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
19,4,2,0,9,7,2,21,2160,261,1855,44.4928,-89.5558,1962,1970,1,1,1970,1,1,0,0,1,0,1,0
30,0,2,0,0,7,1,1,-1,0,-1,35.4271,-85.1073,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
18,1,0,2,29,1,2,37,735,147,1968,44.8689,-73.675,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,1,0,1,0,15,360,38,1961,30.9151,-96.5518,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
4,2,3,1,0,1,1,23,93,0,1969,37.7263,-78.2871,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
4,2,3,1,0,1,1,23,93,0,1969,37.7263,-78.2871,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,4,0,1,0,1,2,11,472,76,1900,34.6754,-79.7581,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
37,4,0,0,0,13,1,25,720,70,1951,32.7384,-107.257,1993,1970,1,1,1970,1,1,0,1,1,1,1,0
21,1,2,1,0,1,0,19,126,19,1956,37.6098,-87.2526,-1,1970,1,1,1970,1,1,0,0,0,3,1,0
15,4,4,1,0,10,0,52,878,26,1957,37.6997,-120.201,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
1,0,0,1,0,1,0,7,95,19,1950,34.7377,-79.7993,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
6,1,0,1,0,1,2,20,305,17,1960,30.3845,-95.338,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,0,0,3,0,1,0,30,92,6,1957,40.2621,-105.419,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
13,0,3,2,0,1,0,14,105,18,1975,43.201,-71.2054,1991,1970,1,1,1970,1,1,0,0,0,0,1,0
6,4,2,1,0,1,2,16,223,9,1950,32.6789,-96.3036,2008,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,5,1,0,1,1,19,129,0,1959,32.8332,-97.2478,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
18,3,5,3,0,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
19,1,2,4,16,62,2,16,2430000,173000,1937,44.2,-88.4467,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
8,1,0,2,0,1,2,53,2050,48,1935,43.2617,-97.6167,1996,1970,1,1,1970,1,1,0,0,0,0,1,0
8,1,0,2,0,1,2,53,2050,48,1935,43.2617,-97.6167,1996,1970,1,1,1970,1,1,0,3,8,4,1,0
8,1,0,2,0,1,2,53,2050,48,1935,43.2617,-97.6167,1996,1970,1,1,1970,1,1,0,0,0,0,1,0
18,4,0,0,0,1,2,50,96,10,1953,41.3753,-74.1853,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
18,4,0,1,2,26,1,10,80,9,1902,43.0864,-73.4956,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
2,0,3,1,0,1,1,49,270,18,1971,37.5711,-90.8693,2001,1970,1,1,1970,1,1,0,0,1,1,1,0
39,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,4,0,3,0,1,3,18,-1,0,2005,0,0,-1,1970,1,1,1970,1,1,0,0,1,0,58,0
11,1,0,2,13,11,2,25,24,1,1937,40.3286,-76.1114,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
16,0,0,1,0,35,0,11,78,11,1930,38.5947,-75.8272,1999,1970,1,1,1970,1,1,0,1,1,1,1,0
16,3,0,3,0,7,3,10,25,0,-1,38.3193,-76.5177,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
12,1,5,3,0,0,3,40,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
45,1,6,1,0,4,1,35,2800,125,1958,34.4306,-110.041,-1,1970,1,1,1970,1,1,0,5,6,3,59,40
3,1,2,4,0,2,2,25,240,0,1953,37.6226,-106.67,2009,1970,1,1,1970,1,1,0,0,0,0,1,34
11,0,5,4,23,3,3,5,-1,0,-1,41.2406,-79.0454,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
8,4,0,2,0,1,1,32,19000,850,1934,45.4417,-98.7317,2001,1970,1,1,1970,1,1,0,0,0,0,1,0
18,4,0,4,3,63,2,22,235,25,1845,41.2045,-74.0236,1982,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,3,2,0,1,2,27,1793,117,1970,40.9117,-75.1697,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
3,0,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
9,1,0,0,0,1,2,12,24,0,-1,35.0544,-78.9222,2002,1970,1,1,1970,1,1,0,1,0,1,1,1
15,1,8,7,0,64,2,96,3600,113,1920,40.5003,-122.697,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
27,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,20,1,0,60,0
9,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
19,1,0,0,0,34,2,35,257,18,1956,43.7122,-90.7524,-1,1970,1,1,1970,1,1,0,5,6,3,1,1
15,1,8,0,0,65,2,60,554,29,1930,37.8123,-120.306,-1,1970,1,1,1970,1,1,0,13,8,4,1,2
3,0,2,3,0,15,0,39,29943,420,1921,37.3283,-104.389,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
2,0,1,1,0,9,0,26,125,9,1970,37.7258,-91.2425,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
18,4,0,0,7,1,2,14,68,13,1936,41.3242,-74.1869,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
19,0,1,2,33,0,2,13,19000,2210,1922,43.7857,-89.3287,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
3,1,2,0,6,9,2,112,6100,95,1956,39.3533,-106.074,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,0,1,9,1,2,12,54,14,-1,40.7186,-76.38,-1,1970,1,1,1970,1,1,0,21,0,0,1,41
1,1,3,1,0,20,2,22,74,7,1969,34.9828,-82.2257,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
6,0,0,1,0,1,0,21,58,0,1969,32.1634,-95.7848,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
9,3,2,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
9,3,2,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,0,0,1,0,1,3,15,-1,0,1969,41.5531,-75.4649,-1,1970,1,1,1970,1,1,0,0,1,1,1,6
14,0,0,3,0,0,3,20,-1,0,1960,0,0,-1,1970,1,1,1970,1,1,0,0,1,0,61,0
9,4,0,1,0,27,1,12,153,0,-1,35.379,-79.132,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
16,1,0,0,0,35,2,12,191,11,1947,38.326,-75.6024,2018,1970,1,1,1970,1,1,0,1,1,1,1,0
16,1,0,0,0,35,2,12,191,11,1947,38.326,-75.6024,2018,1970,1,1,1970,1,1,0,1,1,1,1,31
6,4,0,1,0,1,1,26,342,39,1942,29.7839,-99.0648,1990,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,5,0,0,46,2,67,5700,146,1939,32.2436,-101.311,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,1,0,30,9,2,39,852,48,1879,40.7703,-76.2311,2013,1970,1,1,1970,1,1,0,0,1,1,3,0
6,1,0,1,0,0,2,47,64372,2880,1936,32.7326,-96.9437,1999,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,6,1,43,6457,90,1956,32.498,-97.0421,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,5,1,0,2,2,18,150,15,1960,32.4897,-97.3652,1980,1970,1,1,1970,1,1,0,1,1,1,1,0
18,0,0,0,0,1,1,16,66,11,1973,41.6969,-74.5181,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,0,3,1,0,1,0,11,225,31,-1,30.7187,-89.5491,-1,1970,1,1,1970,1,1,0,0,0,0,62,0
0,2,0,1,0,1,0,10,79,12,-1,30.6417,-89.7075,-1,1970,1,1,1970,1,1,0,0,0,0,3,0
0,2,0,1,0,1,0,9,62,10,-1,32.8335,-90.3566,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
0,0,0,1,0,1,0,18,235,19,-1,34.5871,-89.3807,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
0,2,0,1,0,1,0,29,131,7,-1,32.8735,-89.4027,-1,1970,1,1,1970,1,1,0,0,0,0,63,1
21,4,1,0,0,9,0,61,5265,172,1960,38.0199,-83.8469,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
9,1,0,1,0,1,1,14,4056,0,-1,34.853,-78.876,-1,1970,1,1,1970,1,1,0,1,0,1,1,1
12,3,2,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
23,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
19,0,2,2,0,3,1,9,1250,300,1971,43.7582,-88.176,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
17,4,0,2,4,1,1,19,-1,10,1922,39.7346,-75.2213,-1,1970,1,1,1970,1,1,0,0,1,1,3,0
0,0,3,1,0,1,4,1,-1,3,-1,32.3661,-88.77,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
1,4,0,1,0,1,1,16,1310,148,1930,33.985,-80.7083,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,4,3,2,42,1,2,15,2999,442,1841,39.64,-81.85,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
28,4,3,2,1,0,2,15,2999,442,1841,39.6439,-81.8503,-1,1970,1,1,1970,1,1,0,0,0,0,1,15
3,3,2,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,1,0,1,0,33,595,41,1947,32.123,-98.6038,1991,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,5,1,0,1,2,19,293,18,1963,30.2923,-95.7233,2010,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,2,7,8,25,2,101,5034,116,1903,41.3264,-75.6536,2012,1970,1,1,1970,1,1,0,0,1,1,1,0
19,1,3,1,4,0,2,15,440,55,1914,44.1758,-87.6507,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
47,4,0,0,0,9,0,43,1424,54,1965,35.742,-96.0256,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
17,4,0,1,4,1,2,40,166,15,1967,40.5893,-74.9022,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
17,0,0,1,0,8,0,7,-1,0,0,40.1758,-75.5676,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
17,0,0,0,4,1,0,15,98,10,1970,40.0566,-74.5475,-1,1970,1,1,1970,1,1,0,0,1,1,64,0
8,0,0,2,0,1,0,18,177,14,1965,43.6217,-98.355,-1,1970,1,1,1970,1,1,0,3,2,2,1,0
28,0,3,1,0,1,1,19,83.1,4,1997,39.2917,-84.3036,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
13,4,3,0,0,9,2,24,335,22,1933,42.8422,-71.7711,-1,1970,1,1,1970,1,1,0,5,6,3,1,0
9,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
8,0,0,2,0,60,0,28,2550,158,1958,44.835,-103.385,1998,1970,1,1,1970,1,1,0,3,2,2,1,0
35,0,0,3,0,7,3,0,0,0,0,0,0,-1,1970,1,1,1970,1,1,0,5,6,3,1,0
24,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,22,1,1,1,0
33,0,2,1,0,1,0,41,6.9,1,2022,44.5248,-72.7329,-1,1970,1,1,1970,1,1,0,0,0,0,65,0
6,0,0,1,0,1,0,23,837,135,1940,32.2498,-94.6545,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
17,0,0,2,0,1,0,13,-1,0,0,39.6771,-75.2961,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
11,0,0,1,0,0,0,8,334,0,-1,41.1772,-75.4131,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
11,0,0,1,0,0,0,8,334,0,-1,41.1772,-75.4131,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
20,3,2,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
18,1,0,0,29,66,2,39,5000,430,1916,42.7113,-73.9607,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,1,3,2,0,1,2,13,1111,166,1840,41.0056,-81.5508,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
25,3,0,3,2,7,3,40,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
