state,downstream_hazard_potential,incident_date,incident_driver,incident_mechanism_1,incident_mechanism_2,incident_mechanism_3,eap_enacted_y_n_due_to_incident,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_time,incident_duration,incident_report_produced
DE,H,9/8/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,S,REPG,RF,N,14 ft,1434.0,24,1912,38.6793,-75.594,2002,12:00 AM,-1,-1
OR,S,11/23/2016,Other,Spillway Pipe Failure,Sliding,-1,No,P,RE,I,NR,28 ft,42.5,4,1981,44.884,-122.709,-1,-1,-1,-1
NJ,H,3/1/2010,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,PGRE,R,Y,8 ft,-1.0,38,1910,41.0728,-74.586,-1,-1,-1,-1
TX,S,5/16/2024,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,Yes,P,RE,R,NR,21 ft,400.0,0,1940,30.6646,-95.563,-1,-1,-1,Yes
TX,S,5/21/2010,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,R,N,21 ft,400.0,0,1940,30.6646,-95.563,-1,-1,-1,-1
NY,H,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,P,-1,RS,Y,35 ft,330.0,27,1944,42.5972,-74.0125,-1,-1,-1,-1
NJ,S,4/17/2011,Seepage/Internal Erosion,Sinkhole,-1,-1,Yes,P,PGRE,R,Y,10 ft,-1.0,45,1926,41.019,-74.363,-1,12:00 AM,-1,-1
MS,L,2/22/2012,Seepage/Internal Erosion,Spillway Pipe Failure,-1,-1,No,P,RE,R,NR,17 ft,287.0,24,1999,31.4153,-89.52,-1,-1,-1,-1
MO,L,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,P,RE,R,N,50 ft,1750.0,46,1968,38.7593,-91.9629,-1,-1,-1,-1
AK,H,4/27/2020,Deterioration or Poor Condition,High Reservoir Level,Debris Clogging,-1,No,P,RE,S,N,56 ft,10200.0,0,1946,65.5933,-148.392,-1,-1,1 month,Yes
AK,H,4/28/2020,Other,Debris Clogging,Reservoir Overfilling,-1,No,P,RE,S,N,56 ft,10200.0,0,1946,65.5933,-148.392,-1,-1,-1,Yes
NY,S,6/7/2011,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,Yes,P,CNPG,H,Y,35 ft,405.0,239,1923,44.6177,-75.4048,1993,-1,-1,-1
SD,L,3/23/2019,Hydrologic/Flooding,Unknown,-1,-1,No,S,RE,PR,NR,18 ft,824.0,32,1933,43.2317,-100.415,1959,-1,-1,No
IN,H,1/22/2018,Structural Stability,Sliding,-1,-1,Yes,P,RE,R,Y,135 ft,7750.0,139,1973,39.1525,-84.8472,-1,-1,-1,Yes
IN,H,12/6/2011,Structural Stability,Slope Stability,-1,-1,Yes,P,RE,R,N,135 ft,7750.0,139,1973,39.1547,-84.8364,-1,-1,-1,-1
MN,L,6/29/2014,Hydrologic/Flooding,Overtopping,-1,-1,No,S,PG,CO,NR,9 ft,50.0,0,1958,44.5756,-93.9924,-1,-1,<12 hours,No
TX,L,7/1/2007,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,17 ft,412.0,50,1919,32.9408,-94.9858,2007,-1,-1,-1
TX,S,3/29/1989,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,12 ft,75.0,4,1925,32.5065,-94.6162,1989,-1,-1,-1
TX,S,3/24/2009,Unknown,Other,-1,-1,No,P,RE,R,Y,20 ft,150.0,16,1956,32.5014,-94.6182,-1,-1,-1,-1
WI,H,8/28/2018,Hydrologic/Flooding,Overtopping,-1,-1,Yes,L,PGRE,R,Y,25 ft,430.0,42,1854,43.6487,-90.3374,1967,-1,1 day,Unknown
MS,L,3/29/2021,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,N,-1,RE,R,No,-1,-1.0,0,-1,32.3631,-90.3247,-1,-1,-1,Y
TX,L,1/1/1997,Structural Stability,Cracking,-1,-1,-1,L,CB,I,NR,13 ft,700.0,0,1911,28.3016,-99.1397,-1,-1,-1,-1
MS,L,1/2/2020,Hydrologic/Flooding,Foundation Deficiency,Piping,-1,N,P,RE,R,NR,18 ft,165.0,0,1960,32.1894,-90.3943,-1,-1,I day,Y
TX,L,5/13/1982,Deterioration or Poor Condition,Animal Activity,-1,-1,-1,L,RE,R,NR,23 ft,450.0,37,1902,33.6029,-95.9054,-1,-1,-1,-1
NY,S,7/1/2017,Hydrologic/Flooding,Overtopping,Erosion,-1,No,P,RE,R,Y,25 ft,103.0,10,1950,42.8557,-73.3452,-1,-1,1 week,No
WI,L,8/18/2023,Deterioration or Poor Condition,Foundation Deficiency,-1,-1,No,S,OTPG,O,Y,12 ft,20000.0,2500,1930,43.4462,-88.6311,-1,-1,-1,-1
OH,S,10/1/2015,Structural Stability,Slope Stability,-1,-1,No,P,RE,O,Y,60 ft,2012.0,27,1952,39.7339,-81.7328,-1,-1,-1,Yes
NC,H,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,Y,9 ft,307.5,0,-1,35.1869,-78.3762,-1,-1,1 day,-1
DE,H,9/8/2011,Hydrologic/Flooding,Overtopping,-1,-1,-1,S,REPG,RF,N,9 ft,169.0,20,1958,38.8406,-75.4343,-1,12:00 AM,-1,-1
WI,L,9/8/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,PGRE,R,N,19 ft,200.0,33,1871,44.5252,-90.892,1936,-1,-1,-1
MD,-1,1/1/1909,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,L,6/27/2006,Hydrologic/Flooding,Piping,-1,-1,-1,P,RE,O,-1,13 ft,-1.0,0,-1,41.1754,-75.5554,-1,-1,3 DAYS,-1
PA,L,6/28/2006,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,STMS,O,-1,13 ft,-1.0,0,-1,41.1754,-75.5542,-1,-1,3 DAYS,-1
TX,S,11/29/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,R,-1,20 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,5/29/1987,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,24 ft,87.0,0,1968,30.3527,-97.9867,-1,-1,-1,-1
NY,L,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,L,OT,R,N,12 ft,95.0,10,1912,42.7214,-73.6728,-1,-1,-1,-1
CO,L,9/22/2013,Hydrologic/Flooding,Erosion,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
IN,S,6/1/2010,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,RE,R,-1,20 ft,-1.0,0,1979,40.0,-86.0,-1,-1,-1,-1
TX,L,5/12/2014,Unknown,Spillway Deficiency,-1,-1,-1,P,RE,R,NR,28 ft,386.0,20,1960,30.8833,-95.6106,-1,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,-1,LPS,RE,S,Y,23 ft,728.0,52,1958,41.2367,-74.2083,-1,-1,-1,-1
PA,H,8/23/2018,Seepage/Internal Erosion,Slope Stability,-1,-1,No,L,RE,S,Y,40 ft,92.0,5,1890,40.2406,-75.8181,-1,-1,-1,No
WI,L,1/3/2023,Manmade Action,Sinkhole,-1,-1,No,L,PG,R,Y,13 ft,107000.0,10460,1932,42.8034,-89.0891,-1,-1,-1,-1
MN,S,4/7/2014,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,ST,NR,55 ft,14500.0,1800,1976,47.6025,-92.4607,-1,-1,<95 hours,Yes
OH,L,8/7/2015,Deterioration or Poor Condition,Spillway Erosion/Head Cutting,-1,-1,No,P,RE,O,N,38 ft,46.8,3,-1,39.8589,-81.7375,-1,-1,-1,Yes
NM,S,2/9/2022,Structural Stability,Slope Stability,-1,-1,-1,P,RE,T,N,29 ft,70.0,54,-1,32.4843,-103.792,-1,-1,-1,-1
NM,S,12/31/2017,Seepage/Internal Erosion,Piping,Erosion,-1,No,P,RE,T,N,29 ft,70.0,54,-1,32.4843,-103.792,-1,8:30,2 days,Yes
NM,L,10/17/2015,Seepage/Internal Erosion,Piping,Cracking,Settlement,No,P,RE,T,NR,68 ft,2078.0,128,1978,32.4836,-103.927,-1,7:15 AM,1 day,Yes
GA,L,2/4/2022,Unknown,Unknown,-1,-1,No,P,RE,R,NR,27 ft,292.5,21,1960,33.4006,-84.1161,-1,-1,1 day,No
GA,L,2/4/2022,Seepage/Internal Erosion,Piping,-1,-1,No,P,RE,R,NR,27 ft,292.5,21,1960,33.4006,-84.1161,-1,-1,-1,No
OH,S,12/20/2018,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,R,Y,12 ft,139.0,20,-1,39.4472,-84.6883,-1,-1,1 week,No
VA,H,8/2/2018,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,N,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CO,L,7/1/2014,Seepage/Internal Erosion,Settlement,Sinkhole,-1,Yes,U,RE,IS,Y,17 ft,1007.0,82,1928,39.2717,-106.509,1971,-1,-1,-1
VA,U,8/15/2020,Hydrologic/Flooding,Overtopping,-1,-1,-1,X,RE,R,N,20 ft,174.0,0,-1,37.4758,-77.6294,-1,-1,-1,Yes
MS,L,4/18/2021,Deterioration or Poor Condition,-1,-1,-1,N,P,RE,R,NR,15 ft,226.0,23,1998,32.5909,-89.929,-1,-1,-1,N
GA,L,7/13/2013,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,I,NR,31 ft,1390.0,65,1977,32.6317,-81.7694,-1,-1,-1,-1
TX,L,10/17/1998,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,20 ft,206.0,13,1967,30.0095,-97.7982,-1,-1,-1,-1
WI,L,8/24/2022,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,G,N,30 ft,38.0,0,0,44.1781,-91.5353,0,-1,-1,-1
TX,L,7/5/2002,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,P,NR,19 ft,53.0,6,1967,29.7143,-98.6722,-1,-1,-1,-1
NV,L,1/1/2020,Seepage/Internal Erosion,Animal Activity,Erosion,-1,No,P,RE,IP,Y,20 ft,300.0,30,-1,40.0905,-116.266,-1,-1,-1,Unknown
TX,L,1/10/1992,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,-1,P,RE,RP,NR,30 ft,1500.0,88,1953,32.0231,-95.7178,2012,-1,-1,-1
CO,H,6/22/2017,Seepage/Internal Erosion,Excessive/Increased Seepage,Erosion,-1,Yes,L,RE,S,Y,33 ft,3417.0,126,1951,39.4506,-105.863,-1,14:20,2 days,Yes
MS,L,2/5/2020,Hydrologic/Flooding,Animal Activity,Overtopping,Insufficient Spillway Capacity,N,P,RE,R,No,-1,-1.0,4,-1,31.8278,-89.4628,-1,10:00 AM,1 day,Y
MS,L,2/5/2020,Hydrologic/Flooding,Animal Activity,Overtopping,Insufficient Spillway Capacity,N,P,RE,R,No,-1,-1.0,4,-1,31.8292,-89.4622,-1,-1,-1,Y
TX,S,7/1/2005,Seepage/Internal Erosion,Piping,Animal Activity,-1,-1,P,RE,-1,N,15 ft,66.0,11,1945,33.1813,-95.0011,-1,-1,-1,-1
TN,-1,8/2/1916,Unknown,Spillway Deficiency,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MN,L,1/1/2017,Unknown,Slope Stability,-1,-1,No,P,RE,FR,NR,12 ft,63.0,0,1966,46.1815,-94.65,-1,-1,-1,No
NY,H,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,P,CNPG,H,Y,39 ft,6430.0,450,1909,42.9197,-73.5084,1989,-1,-1,-1
CO,H,9/25/2020,Manmade Action,Accident Or Misoperation,Excessive/Increased Seepage,-1,Yes,L,RE,S,Y,16 ft,258.0,34,1953,40.3375,-104.959,-1,11:50 AM,2 days,Yes
SD,H,6/13/2019,Unknown,Sinkhole,-1,-1,Yes,S,RE,R,Y,21 ft,1260.0,101,1938,44.4783,-98.9467,2000,-1,-1,-1
MS,L,8/24/2022,Hydrologic/Flooding,Overtopping,-1,-1,N,P,RE,R,No,-1,-1.0,0,-1,0.0,-90.1275,-1,-1,-1,N
NY,S,1/1/2019,Seepage/Internal Erosion,Excessive/Increased Seepage,Piping,Settlement,No,P,CNRE,R,Y,10 ft,37.0,11,1986,41.4511,-73.8672,-1,-1,4 weeks,-1
SC,S,9/16/2018,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,P,RE,R,Y,19 ft,88.0,10,1956,34.423,-79.9951,-1,-1,-1,-1
TX,S,5/29/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,-1,Y,20 ft,49.0,7,1800,29.884,-98.8188,-1,-1,-1,-1
TX,S,5/29/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,-1,Y,36 ft,39.0,1,1800,29.8839,-98.8085,-1,-1,-1,-1
HI,H,3/14/2006,Manmade Action,Other,Overtopping,-1,-1,P,RE,I,-1,42 ft,-1.0,0,1890,0.0,0.0,1912,-1,-1,-1
MO,H,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,P,RE,SICR,Y,45 ft,273.0,14,1905,38.6985,-91.888,1987,-1,-1,-1
PA,H,01/01/1892,Seepage/Internal Erosion,Piping,-1,-1,No,L,RE,S,Y,68 ft,413.0,19,1896,40.7653,-76.2192,-1,-1,2 DAYS,-1
WI,S,8/29/2023,Seepage/Internal Erosion,Sinkhole,-1,-1,-1,F,-1,CHNSR,Y,22 ft,1300.0,234,1931,44.2817,-88.2717,-1,-1,-1,-1
VA,U,5/9/2019,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,I,N,10 ft,251.0,0,1960,37.3695,-75.9825,-1,-1,-1,-1
GA,H,11/6/1977,Unknown,Unknown,-1,-1,No,P,RE,R,N,38 ft,410.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,5/30/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,SR,NR,20 ft,76.0,8,1965,32.3856,-99.0237,-1,-1,-1,-1
NJ,L,8/27/2011,Hydrologic/Flooding,Sinkhole,-1,-1,-1,-1,-1,R,-1,6 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,S,12/31/1984,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,REOT,ISR,Y,21 ft,2499.0,106,1980,30.0535,-99.165,-1,-1,-1,-1
PA,L,8/28/1911,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,S,-1,45 ft,-1.0,0,1912,41.3251,-78.3743,-1,-1,1 DAY,Yes
IN,H,3/31/2015,Seepage/Internal Erosion,Spillway Pipe Failure,Sinkhole,-1,No,P,RE,R,N,22 ft,179.0,7,1973,39.9464,-86.1056,-1,-1,-1,-1
WY,L,7/15/2014,Seepage/Internal Erosion,Piping,-1,-1,No,P,RE,I,NR,24 ft,2449.0,230,1922,41.5933,-106.063,-1,12 a.m. to 4 a.m. Estimated,Less than 4 hours,Yes
TN,-1,12/22/2008,Unknown,Unknown,-1,-1,No,-1,RE,T,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,S,7/19/2019,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,Y,23 ft,145.4,9,-1,41.4494,-80.58,-1,8:15 AM,-1,No
MS,L,3/30/2021,Deterioration or Poor Condition,Excessive/Increased Seepage,-1,-1,N,-1,RE,F,No,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,N
MO,H,4/30/2011,Structural Stability,Sliding,-1,-1,No,P,RE,R,N,41 ft,99.0,10,1971,37.9112,-90.6271,1997,-1,-1,-1
MO,H,1/1/2008,Structural Stability,Sliding,-1,-1,No,L,RE,R,N,72 ft,2475.0,51,1979,37.8974,-90.6434,1995,-1,-1,-1
NY,L,12/20/2016,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,-1,R,N,15 ft,6110.0,360,1950,43.7983,-74.23,-1,-1,-1,-1
MO,-1,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CO,H,10/10/2014,Seepage/Internal Erosion,Sinkhole,-1,-1,-1,P,RE,IR,Y,42 ft,562.0,20,1912,39.3033,-107.117,1953,-1,-1,-1
MD,H,2/7/2022,Other,Other,-1,-1,Yes,L,REER,S,Y,40 ft,750.0,25,1910,39.3192,-76.6688,1910,-1,4 months,Unknown
AR,L,4/30/2017,Hydrologic/Flooding,Insufficient Spillway Capacity,Overtopping,-1,No,S,ERRE,CFR,NR,41 ft,486.0,33,1940,35.2817,-92.285,-1,-1,4 hours,Unknown
MO,H,1/1/2008,Structural Stability,Sliding,-1,-1,No,S,RE,R,N,46 ft,377.0,19,1961,37.4519,-89.4883,1991,-1,-1,-1
OH,H,5/1/2014,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,R,Y,16 ft,133.0,13,1930,41.23,-81.81,-1,-1,-1,-1
MS,H,2/12/2020,Hydrologic/Flooding,Sliding,-1,-1,N,P,RE,R,Y,35 ft,2530.0,178,1954,32.4676,-90.2262,2005,-1,-1,Yes
MS,H,7/9/2020,Hydrologic/Flooding,Slope Stability,-1,-1,N,P,RE,R,Y,35 ft,2530.0,178,1954,32.4676,-90.2262,2005,-1,-1,N
TX,S,8/4/1991,Unknown,Spillway Deficiency,-1,-1,-1,L,RE,S,Y,17 ft,1825.0,93,1953,31.7383,-94.16,1993,-1,-1,-1
TX,L,3/14/2004,Seepage/Internal Erosion,Piping,-1,-1,-1,L,RE,R,Y,24 ft,700.0,88,1965,30.6738,-94.4014,2004,-1,-1,-1
TX,L,9/27/1996,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,R,Y,24 ft,700.0,88,1965,30.6738,-94.4014,2004,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,S,-1,R,Y,25 ft,373.0,37,1924,41.2761,-74.1142,-1,-1,-1,-1
MS,L,5/25/2015,Seepage/Internal Erosion,Piping,-1,-1,-1,S,RE,R,NR,20 ft,990.0,96,-1,31.1833,-89.7383,-1,1:00 PM,-1,-1
TX,L,9/13/2008,Unknown,Spillway Deficiency,-1,-1,-1,P,RE,RP,NR,20 ft,280.0,23,1965,30.5168,-94.8099,1988,-1,-1,-1
SD,H,9/11/2019,Hydrologic/Flooding,High Reservoir Level,Gate/Valve Failure,-1,-1,L,RE,R,Y,32 ft,2020.0,116,1939,43.41,-98.2983,1986,-1,-1,-1
IN,-1,9/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
SC,L,9/16/2018,Hydrologic/Flooding,Piping,Spillway Pipe Failure,-1,No,L,RE,R,NR,15 ft,146.0,20,1957,34.4573,-79.8804,-1,-1,-1,-1
WA,-1,2/1/1950,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,S,10/13/1981,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,24 ft,1187.0,0,1925,32.7332,-99.1085,1982,-1,-1,-1
TX,S,3/10/2016,Hydrologic/Flooding,Erosion,-1,-1,-1,P,RE,R,Y,27 ft,396.0,25,1971,32.7131,-94.5612,-1,-1,-1,-1
IA,S,6/14/2015,Unknown,Under Investigation,-1,-1,-1,P,PG,R,NR,55 ft,9920.0,440,1922,42.4081,-91.3454,-1,-1,-1,-1
IA,S,7/25/2010,Unknown,Under Investigation,-1,-1,No,P,PG,R,NR,55 ft,9920.0,440,1922,42.4081,-91.3454,-1,12:00 AM,-1,-1
WI,-1,1/1/2008,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,5/30/2016,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,P,RE,R,NR,22 ft,664.0,60,1965,31.8441,-95.4949,-1,-1,-1,-1
TX,L,4/3/1999,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,21 ft,145.0,5,1963,30.6864,-94.756,-1,-1,-1,-1
TX,L,5/6/1969,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,21 ft,145.0,5,1963,30.6864,-94.756,-1,-1,-1,-1
TX,H,2/1/1991,Unknown,Spillway Deficiency,-1,-1,-1,P,RE,R,N,26 ft,65.0,3,1963,30.6944,-94.74,1983,-1,-1,-1
TX,H,8/29/2017,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,P,RE,R,N,26 ft,65.0,3,1963,30.6944,-94.74,1983,-1,-1,-1
TX,H,5/14/2019,Unknown,Gate/Valve Failure,-1,-1,-1,S,RE,HR,Y,41 ft,14330.0,410,1928,29.654,-98.0663,-1,-1,-1,-1
TX,H,5/14/2019,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,-1,S,RE,HR,Y,41 ft,14330.0,410,1928,29.654,-98.0663,-1,-1,-1,-1
TX,S,6/1/1988,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,I,Y,35 ft,2215.0,124,1926,31.8528,-98.6182,1988,-1,-1,-1
AR,H,4/28/2017,Hydrologic/Flooding,Insufficient Spillway Capacity,-1,-1,No,S,RE,R,N,46 ft,2050.0,125,1952,36.1983,-94.2183,-1,-1,2 days,Yes
AR,H,4/29/2017,Hydrologic/Flooding,Spillway Erosion/Head Cutting,Erosion,-1,No,S,RE,R,N,46 ft,2050.0,125,1952,36.1983,-94.2183,-1,-1,-1,No
GA,U,2/22/2019,Deterioration or Poor Condition,Erosion,-1,-1,No,P,RE,R,NR,25 ft,25.0,2,-1,33.5656,-84.4239,-1,-1,-1,Yes
MO,-1,5/31/2013,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,RE,-1,-1,30 ft,-1.0,0,-1,39.0,93.0,-1,-1,-1,-1
TX,L,8/31/2017,Hydrologic/Flooding,Sinkhole,Settlement,-1,-1,P,RE,R,NR,23 ft,83.0,15,1969,30.8569,-95.4225,-1,-1,-1,-1
OH,S,4/27/2017,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,-1,P,RE,R,Y,21 ft,58.0,2,-1,41.2875,-81.4819,-1,-1,3 days,Yes
OH,S,7/1/2021,Deterioration or Poor Condition,Spillway Riser Failure,Sinkhole,-1,No,P,RE,R,Y,21 ft,58.0,2,-1,41.2875,-81.4819,-1,-1,-1,Yes
TX,H,5/16/1947,Unknown,Spillway Deficiency,-1,-1,-1,L,RE,R,N,40 ft,2792.0,90,1939,36.2201,-100.64,1957,-1,-1,-1
TX,S,9/27/1996,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,R,Y,11 ft,730.0,0,1958,30.6745,-94.4206,2009,-1,-1,-1
MS,L,1/21/2010,Structural Stability,Slope Stability,-1,-1,No,P,RE,R,NR,39 ft,340.0,29,2002,31.7061,-88.9683,-1,-1,-1,-1
TX,L,5/16/1981,Unknown,Spillway Deficiency,-1,-1,-1,P,RE,IR,NR,19 ft,1365.0,84,1982,32.763,-95.2558,-1,-1,-1,-1
TX,S,5/11/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,S,Y,49 ft,14400.0,649,1921,32.0764,-96.4058,1994,-1,-1,-1
TX,S,10/25/2015,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,-1,L,RE,S,Y,49 ft,14400.0,649,1921,32.0764,-96.4058,1994,-1,-1,-1
SD,L,5/5/2007,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,S,RE,R,NR,24 ft,340.0,0,1932,43.625,-97.805,1996,-1,-1,-1
SD,L,9/12/2019,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,S,RE,R,NR,24 ft,340.0,0,1932,43.625,-97.805,1996,-1,-1,-1
NJ,L,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,R,-1,10 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,L,2/1/2014,Deterioration or Poor Condition,Spillway Riser Failure,-1,-1,No,P,RE,R,N,22 ft,113.0,13,1960,41.42,-82.29,-1,-1,-1,-1
MS,H,9/26/2011,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,Yes,L,RE,R,Y,25 ft,390.0,26,1925,31.8667,-90.4033,-1,-1,-1,-1
SD,L,5/18/2018,Hydrologic/Flooding,Overtopping,-1,-1,No,S,RE,R,NR,27 ft,474.0,27,1926,0.0,0.0,-1,-1,-1,No
OH,S,1/3/2023,Manmade Action,High Reservoir Level,-1,-1,Yes,S,RE,R,Y,34 ft,2461.0,130,1939,39.32,-82.3564,-1,-1,3 days,Yes
TX,S,8/29/2017,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,R,Y,19 ft,218.0,10,1958,30.6855,-94.3998,-1,-1,-1,-1
TX,S,8/29/2017,Hydrologic/Flooding,Unknown,-1,-1,-1,P,RE,R,NR,22 ft,45.0,5,1971,30.0009,-96.9606,-1,-1,-1,-1
MD,L,11/19/2004,Hydrologic/Flooding,Overtopping,-1,-1,No,S,VAMS,R,NR,35 ft,43.0,3,1936,39.6374,-78.3048,1936,-1,-1,-1
TX,L,4/3/1999,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,RP,NR,12 ft,63.0,8,1963,30.7087,-94.8888,-1,-1,-1,-1
CO,S,4/1/2013,Other,Other,-1,-1,-1,S,RE,RF,Y,27 ft,16128.0,612,1957,40.7672,-106.462,-1,-1,-1,-1
OH,S,5/23/2023,Manmade Action,Excessive/Increased Seepage,-1,-1,No,S,RE,R,Y,29 ft,560.0,52,1945,39.085,-82.6733,-1,-1,1 day,Yes
TX,L,4/24/2022,Unknown,Piping,-1,-1,-1,P,RE,R,NR,23 ft,500.0,119,1964,30.511,-94.4396,-1,-1,-1,-1
TX,L,11/30/2015,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,-1,P,RE,R,NR,23 ft,500.0,119,1964,30.511,-94.4396,-1,-1,-1,-1
MO,H,1/1/2008,Structural Stability,Sliding,-1,-1,No,P,-1,-1,Y,90 ft,103.0,19,1999,38.7625,-91.0742,1998,-1,-1,-1
PA,H,8/23/2010,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,P,RE,SR,-1,52 ft,-1.0,0,-1,39.5147,-76.5139,-1,-1,-1,-1
NJ,H,4/4/2011,Other,Other,-1,-1,Yes,L,PGRE,R,Y,29 ft,6610.0,300,1879,39.4548,-74.7353,-1,12:00 AM,-1,-1
TX,H,5/30/2015,Hydrologic/Flooding,Slope Stability,-1,-1,-1,L,RE,SRO,N,90 ft,72250.0,1590,1954,32.3627,-98.6756,1987,-1,-1,-1
TX,H,4/26/2024,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,Unknown,U,-1,-1,Y,90 ft,1750000.0,83000,1969,30.625,-95.0265,-1,-1,-1,Yes
TX,H,5/6/1969,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,23 ft,905.0,53,1966,30.5595,-94.8821,2009,-1,-1,-1
TX,L,4/19/2009,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,R,NR,24 ft,196.0,25,1963,30.3699,-95.6297,-1,-1,-1,-1
