dam_name,incident_id,incident_description,named_hydrologic_event,additional_remarks_or_updates,nid_number,river_name,regulatory_agency_ies,information_sources,attachments
SCNONAME 14003,SC00720-3056,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00720,TR-BIG BRANCH,SCDHEC,SC DHEC,-1
SCNONAME 14005,SC00722-3051,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00722,-1,SCDHEC,SC DHEC,-1
SCNONAME 14008,SC00725-3052,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00725,-1,SCDHEC,SC DHEC,-1
SCNONAME 14015,SC00731-2987,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,Matthew,-1,SC00731,LAKEWOOD CREEK,SCDHEC,SC DHEC,-1
SCNONAME 16006,SC00612-2620,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00612,SEED BRANCH,SCDHEC,SC DHEC Website,-1
SCNONAME 16011,SC00617-2988,Hurricane Matthew,Matthew,-1,SC00617,TR-STAR FORK BRANCH,SCDHEC,SC DHEC,-1
SCNONAME 28045,SC00484-3047,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00484,-1,SCDHEC,SC DHEC,-1
SCNONAME 31009,SC00498-2644,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00498,TURKEY CREEK,SCDHEC,SC DHEC Website,-1
SCNONAME 32008,SC00148-2624,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00148,TWELVE MILE CREEK,SCDHEC,SC DHEC Website,-1
SCNONAME 32094,SC01354-3040,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC01354,-1,SCDHEC,SC DHEC,-1
SCNONAME 32095,SC01361-982,Animal Burrow through dam,-1,-1,SC01361,TR-KOON BRANCH,SCDHEC,-1,-1
SCNONAME 38011,SC00407-3054,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00407,-1,SCDHEC,SC DHEC,-1
SCNONAME 38036,SC00419-2628,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00419,BROWNING BRANCH,SCDHEC,SC DHEC Website,-1
SCNONAME 38066,SC00444-2627,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00444,TAMPA CREEK,SCDHEC,SC DHEC Website,-1
SCNONAME 38070,SC00447-2626,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00447,SALEM CREEK,SCDHEC,SC DHEC Website,-1
SCNONAME 40002,SC00047-2633,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00047,CRANE CREEK,SCDHEC,SC DHEC Website,-1
SCNONAME 40005,SC00050-2629,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00050,JACKSON CREEK,SCDHEC,SC DHEC Website,-1
SCNONAME 40026,SC00069-2631,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00069,GILLS CREEK,SCDHEC,SC DHEC Website,-1
SCNONAME 40027,SC00070-2630,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00070,GILLS CK,SCDHEC,SC DHEC Website,-1
SCOTIA LOG POND,CA00504-3434,Owner reported seepage at the toe of the dam.  Investigation found decayed stumps in the area where seepage was observed.,-1,-1,CA00504,TR EEL RIVER,"DWR, SAFETY OF DAMS",CA DSOD,-1
SCOTS FANCY,MD00000-156,-1,-1,spillway  collapsed after 15+ years of service.,MD00000,-1,-1,-1,-1
SECORD,MI00547-3513,High reservoir levels from the same flood that caused the Edenville and Sanford failures. See attached IFT Report for those failures.,-1,-1,MI00547,TITTAWABASSEE RIVER,MICHIGAN DEQ,2022 IFT Report,Y
SEELEY'S MILL POND DAM,NJ00065-1182,overtopped and breached,-1,Road collapsed/closed,NJ00065,COHANSEY RIVER,NJDEP,-1,-1
SENATOBIA LAKES INCORPORATED POND DAM,MS01131-2607,FAILURE OF THE PRIMARY SPILLWAY (CMP) THAT WAS PREVIOUSLY FILLED WITH CONCRETE,-1,A 20 FT WIDE CUT WAS MADE TO ACT AS THE PRIMARY SPILLWAY. HOA WAS ADVISED TO KEEP THE LAKE LEVEL LOWER UNTIL REPAIRS ARE MADE OR THE DAM IS BREACHED,MS01131,TR- HICKAHALA CREEK,MS Dept. of Environmental Quality,-1,-1
SENATOBIA LAKES INCORPORATED POND DAM,MS01131-2944,-1,-1,-1,MS01131,TR- HICKAHALA CREEK,MS Dept. of Environmental Quality,MS DEQ,-1
"SENER, JOHN B.",WI11503-3559,"The downstream portion of the emergency spillway race, approximately 80 LF, had headcut back towards the embankment. The embankment was not damaged.",-1,-1,WI11503,-1,-1,WI Dam Safety,-1
SEVEN LAKES DAM #3,MO31032-1384,Small slide on downstream face during intense rainfall event,-1,-1,MO31032,GOOSE CREEK,DAM AND RESERVOIR SAFETY PROG,-1,-1
SEVERAL SMALL UNREGULATED DAMS,VA00000-178,-1,-1,Some small unregulated dams failed during the past year.  The total number of failures and extent of damages are not known.  Known dams that failed (unregulated) were greater than 8 feet but less than 25 feet in height.,VA00000,-1,-1,-1,-1
SGL #69 DAM 13,PA00000-3226,DAMS BUILT FOR WATERFOWL DAMAGED BY BEAVERS BLOCKING SPILLWAYS & ASSOCIATED HIGH WATER.,-1,THESE DAMS WERE INEFFECTIVE IN ATTRACTING WATER FOWL.,PA00000,WEST BRANCH SUGAR CREEK,PADEP,PA Dam Safety,-1
SHADOW LAKE DAM,NJ00090-1188,"overtopped, embankment/road damage",Irene,-1,NJ00090,QUIOLEY CREEK,NJDEP,-1,-1
SHANNON LAKE DAM,NH00562-3588,erosion of earthen auxiliary spillway,-1,-1,NH00562,SHANNON BROOK,NHDES DAM BUREAU,NH DES,-1
SHANTY DRIVE DAM,NJ00000-1196,erosion of downstream embankment possible due to overtopping or roadway runoff,Irene,-1,NJ00000,HAYNES CREEK-TR,NJDEP,-1,-1
SHEFFIELD,CA00000-188,"the dam failed by liquefaction, a fact borne out by the following paper: https://cedb.asce.org/CEDBsearch/record.jsp?dockey=0016249",-1,"Precise date unknown.  25-high hydraulic fill dam, 7 miles from the epicenter of a 6.3 Richter magnitude quake. The embankment & foundation were comprised primarily of loose silty sand, & seepage had saturated the foundation & lower part of the fill, res https://projects.eri.ucsb.edu/sb_eqs/1925/sheffield.html https://cedb.asce.org/CEDBsearch/record.jsp?dockey=0016249",CA00000,-1,-1,-1,-1
SHELBURNE,NH00052-1148,"High flows overtopped the dam,eroded abutments and downstream of cutoff walls and flooded powerhouse",Irene,Lost power generation from dam. Minor damage to North Road bridge immediately downstream of dam. Short term closing of North Road bridge due to overtopping,NH00052,ANDROSCOGGIN RIVER,NH DEPARTMENT OF ENVIRONMENTAL SERVICES DAM BUREAU,-1,Y
SHERWOOD,WI00111-3562,Major flooding resulting in overtopping of the embankment and erosion. The  road directly downstream also overtopped.,-1,-1,WI00111,HAY CREEK,WIDNR,WI Dam Safety,-1
SHORES OF CALVERT,MD00000-157,-1,-1,Spillway  collapsed after 40+ years of service,MD00000,-1,-1,-1,-1
SHREVE LAKE DAM,OH00436-2652,Sink hole discovered on downstream slope directly over the principal spillway pipe. Bad joint. Lake drained until repairs can be made.,-1,-1,OH00436,TRIBUTARY TO SHREVE CREEK,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
Sibley 34,MN01847-3524,"Upon inspection, failure was noted.  Piping led to erosion which led to failure of the left abutment.",-1,-1,MN01847,South Branch Rush River,MNDNR EWR,MN Dam Safety,-1
SID WHITE,WA00000-125,-1,-1,"Seepage thru animal burrows. Earthen dam failed, causing second dam to fail and dump debris into town of Riverside.",WA00000,-1,-1,-1,-1
SILICA POND DAM,NH01098-3446,"Failure of the low level gate resulted in the release of the impoundment.  The release was gradual, and it is understood that downstream economic loss was not inflicted.",-1,The dam owner is presently evaluating reconstruction or removal options.,NH01098,Unnamed,NHDES,NHDES,-1
SILICA POND DAM,NH01098-3445,Overtopping along the right-side portion of the dam.,-1,The dam owner is presently evaluating reconstruction or removal options.,NH01098,Unnamed,NHDES,NHDES,-1
SILVER CRYSTAL DAM,KY00019-3523,-1,-1,-1,KY00019,WILSON CREEK,KY DIVISION OF WATER,KY Dam Safety,-1
SILVER LAKE,NC00896-2986,breached,Matthew,Lake Wilson impacted,NC00896,TOISNOT SWAMP,-1,NCDEQ,-1
SILVER LAKE DAM,MO31851-3174,Elevated seepage rate through dam caused erosion to occur on the face of the dam.,-1,-1,MO31851,DITCH CREEK,DAM AND RESERVOIR SAFETY PROG,MO DNR,-1
SILVER LAKE DAM - MIDDLETOWN,DE00051-3104,A pop-up storm caused the road to nearly overtop and gates in the left spillway were opened.  The gates could not be closed due to deflection and breakage and the pond continued to lower.,-1,"An emergency cofferdam was placed in front of gates to prevent pond from emptying.  EAP procedures were followed but it was not ""officially"" activated. Design has been initiated to replace the gates. The economic damages only includes emergency construction of temporary sheeting and proposed design costs. We will not have an estimate for constrution costs until the design is complete.",DE00051,DEEP CREEK,DNREC,DelDOT and DNREC Dam Safety Program,Y
SILVER LAKE DAM - MIDDLETOWN,DE00051-3531,"On 7/27/2022 a sinkhole was discovered on the upstream slope adjacent to the right winwall of 1 of the bridge/spillway structures (this dam has two bridges with gates on the upstream side and a smaller culvert with boards on the upstream side) with an active boil on the downstream side of the dam. The piping/voids were under the bridge slab. The road was closed, the pond level was lowered and immeadiate measures including a liner and large sand sacks were placed on the upstream seepage entry point to prevent progression.  Permanent repairs included flowable fill to fill the sinkhole and holes were drilled thru the slab to inject flowable fill in the voids under the bridge slab.   All trees were clearded along the upstream slope and a sheet pile cutoff and riprap were installed.",-1,-1,DE00051,DEEP CREEK,DNREC,DE Dam Safety,-1
SILVER-CRYSTAL DAM,KY00019-2562,The breach appears to have been caused by a foundation failure.,-1,The dam was classified as moderate hazard due to a road and railroad downstream.  There was no damage to either one.,KY00019,WILSON CREEK,DOW,-1,-1
SIPPO CREEK RESERVOIR DAM,OH02825-3115,Sinkhole and seepage behind the right spillway side wall.,-1,The owner opened the lake drain. Dam was eventually modified to be exempt.,OH02825,SIPPO CREEK,DEPARTMENT OF NATURAL RESOURCES,OHDNR,-1
SIX MILE - MAIN,CO00250-2068,"uncontrolled inflows, spillway erosion - Colorado Flooding of 9-13",-1,-1,CO00250,LITTLE DRY CREEK-TR,DWR,-1,-1
SKEEL,CO01304-3021,Uncontrolled inflow into reservoir - dam is restricted due to excessive seepage at high reservoir levels,-1,"Uncontrolled inflow into reservoir due to Highline canal piping hole, and unwillingness for owner to open outlet fully.  Issue is the dam is restricted due to excessive seepage at high reservoir levels (5 feet below spill restriction).  Seepage monitored continuously as reservir pumped overnight.",CO01304,SOUTH PLATTE RIVER-OS,DWR,CO DWR,-1
SKY VIEW POND DAM,NY13225-1302,"overtopped and exit channel eroded, only minor damage Hurricane Irene",Irene,-1,NY13225,TR-RAMAPO RIVER,NYS DEC,-1,-1
SLAUGHTERS LAKE DAM,KY00141-3273,Dam breached around principal spillway pipe due to poor condition of structure and excessive erosion.,-1,-1,KY00141,DEER CREEK,KY DIVISION OF WATER,KY DNR,-1
SLIVER SPRING LAKE DAM,NJ00000-1195,"High water levels overtopped the dam, causing the dam to fail",-1,-1,NJ00000,MUSCONETCONG RIVER,NJDEP,-1,-1
SMALLWOOD,MI00548-3514,High reservoir levels from the same flood that caused the Edenville and Sanford failures. See attached IFT Report for those failures.,-1,-1,MI00548,TITTAWABASSEE RIVER,MICHIGAN DEQ,2022 IFT Report,Y
SMITH LAKE DAM,TX05269-2926,FAILURE OF DAM,Harvey,-1,TX05269,TR-LITTLE COW CREEK,TCEQ,TX DEQ,-1
SMITH LAKE DAM,NC01142-2967,breached with large scour holes on downstream slope and toe of dam,Matthew,-1,NC01142,HARRISON CREEK-OS,-1,NCDEQ,-1
SMITH LAKE DAM,NC01148-2970,breached,Matthew,-1,NC01148,CAPE FEAR RIVER-TR,-1,NCDEQ,-1
SMITH MILLPOND DAM,SC02411-3037,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC02411,-1,SCDHEC,SC DHEC,-1
SNOWS BROOK DAM,NH00901-1150,Reservoir level came to within several inches of overtopping,Irene,-1,NH00901,SNOWS BROOK,NH DEPARTMENT OF ENVIRONMENTAL SERVICES DAM BUREAU,-1,Y
SOCIAL SECURITY WOODLAWN DAM,MD00471-3087,"Concrete chute spillway on earth embankment undermined, resulting in spillway damage and loss of embankment material.",-1,-1,MD00471,-1,MD DAM SAFETY,MDE Dam Safety Program,-1
SOESTER CAYLOR DAM,NE09793-3375,Wave erosion broke through crest of dam during high reservoir levels,-1,No downstream damage.,NE09793,TR-WHITE RIVER,NE DNR,NE Dam Safety,-1
SOUTH CREEK - WASHINGTON COUNTY,UT00588-910,Heavy rainfall resulted in a surface slump of the downstream slope just below the crest,-1,"Estimated evacuation of 50 to 100 people Highway closure during EAP implementation Successful EAP operation, actual failure avoided",UT00588,SOUTH CREEK,-1,-1,-1
SOUTH FORK (AKA JOHNSTOWN DAM),PA00000-102,-1,-1,"37 high wall of water hit Johnstown, 9 miles downstream.  The dam had a deficient outlet and spillway, had been improperly maintained, and was overtopped and washed out during heavy rains.  It took 57 minutes for the 30-40 ft-high floodwave (which had re  Fatalities: 2209 - Victims: 99 entire families, 396 children under the age of 10, and 755 unidentified victims.  45% of the victims whose ages were known were under 20.   More than 1 in every 5 residents of Johnstown were killed.",PA00000,LITTLE CONEMAUGH RIVER,-1,-1,-1
SOUTH MOUND CREEK POOL,MN00111-2647,Flood overtopped dam and right embankment (emergency spillway) failed.  Wooden dock floated loose and partially blocked principal spillway.,-1,Grouted riprap on emergency spillway. Dam also failed in 1938. Downstream home was flooded but may have flooded without dam failure. Two downstream farmers claim dam breach damaged them.,MN00111,MOUND CREEK,MNDNR WATERS,State park staff; MN DNR Dam Safety files.,-1
SOUTH WOODBURY POND,VT00311-3556,Partial breach reported in the days immediately following flood event.,July 2023 Flood,-1,VT00311,SABIN POND-TR,DEC,VT Dam Safety,-1
SOUTHWOOD LODGE LAKE DAM,MS00430-3463,Headcut in primary; new spillway cut for drainage and prevent loss of home adjacent to the spillway.,-1,-1,MS00430,TR- TURKEY CREEK,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
SPALDING DIVERSION DAM,NE00000-1229,The dam was overtopped but did not fail.,-1,This is a diversion dam used to divert water to the town's hydroelectric plant.  The NE DNR dam safety program does not have jurisdiction over diversion dams.,NE00000,CEDAR RIVER,-1,-1,-1
"SPAULDING POND, MOHEGAN PARK",CT00000-207,-1,-1,Over $6 million in damages.,CT00000,-1,-1,-1,-1
SPEEDWELL FORGE,PA00345-1920,Rising pool threatened to overtop partially breached embankment.  At 23:00 hours the lowered embankment was overtopped but the embankment did not fail.,-1,Emergency Action Plan was up-to-date and Evacuation was smooth with no injuries.,PA00345,HAMMER CREEK,PADEP,-1,-1
SPENCER DAM,NE00628-3328,Major flood and ice run on the river overtopped the dam and caused failure.,Winter Storm Ulmer,"At the request of NE DNR and NPPD, ASDSO conducted an investigation of the failure.",NE00628,NIOBRARA RIVER,NE DNR,ASDSO Independent Investigation Panel,Y
SPENCER LAKE - NORTH DAM,OH00619-3385,The riser appears to have settled causing the joint between the riser and the outlet pipe to start leaking. Water level is lowered and monitoring. Working on repair plans.,-1,-1,OH00619,TRIBUTARY TO EAST BRANCH BLACK RIVER,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
SPOTSWOOD DRIVE DAM,VA137015-3306,Owner cut notch in dam with Track Hoe to release high water.,-1,-1,VA137015,-1,DEPARTMENT OF CONSERVATION AND RECREATION,VA DCR,-1
SPOTSWOOD DRIVE DAM,VA137015-3403,"Severe erosion, partial failure, upstream inundation",-1,-1,VA137015,-1,DEPARTMENT OF CONSERVATION AND RECREATION,VA Dam Safety,-1
SPOTSYLVANIA COUNTY DAM #9,VA177036-3404,"Pipe collapse, seepage",-1,-1,VA177036,-1,-1,VA Dam Safety,-1
SPOTSYLVANIA COUNTY DAM #9,VA177036-3392,Dam loss of containment reported on 12/7/19.  Failure appears due to excessive seepage and free flowing low level outlet pipe that cannot be located.  Dam can refill to about 15' during storm events.,-1,-1,VA177036,-1,-1,VA Dam Safety,-1
SPRING LAKE DAM,MS00128-1864,CONDUIT FAILED VERY SLOWLY OVER 2-5 YEARS. EMBANKMENT HAS SLOWLY COLLAPSED OVER CONDUIT.,-1,ROAD ACROSS TOP OF DAM WAS CLOSED.,MS00128,LITTLE MOUNGERS CREEK,MS Dept. of Environmental Quality,-1,-1
SPRING LAKE DAM,TX00124-2804,SERVICE SPWY,-1,-1,TX00124,TR-CANEY CREEK,TCEQ,TX DEQ,-1
SPRING LAKE DAM,OH00207-3381,Sinkhole developed in the crest due to bad joint in the principal spillway outlet pipe. Spillway replaced.,-1,-1,OH00207,TRIBUTARY TO CAESAR CREEK,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
SPRING LAKE DAM,TX02958-3603,spring rains caused erosion in the emergency spillways,"Texas Severe Storms, Straight-line Winds, Tornadoes, and Flooding (DR-4781-TX)",owners repaired the erosion without required plans/spec review by TCEQ.,TX02958,MCDONALD CREEK,TCEQ,TCEQ,-1
SPRING LAKE DAM,TX00268-1231,Dam overtopped and failed,-1,Public Water supply line affected,TX00268,HITTS CREEK,TCEQ,-1,-1
SPRING LAKE DAM,TX00124-2821,OVERTOPPED,-1,-1,TX00124,TR-CANEY CREEK,TCEQ,TX DEQ,-1
SPRING LAKE DAM,TX00124-3134,SPILLWAY DAMAGE,Harvey,-1,TX00124,TR-CANEY CREEK,TCEQ,TX CEQ,-1
SPRING LAKE DAM,SC00626-3130,Heavy rainfall and flooding led to overtopping and failure of a low area near the documented auxiliary spillway (located at the left abutment). Both primary spillways appear to be intact. The breach prevented access to the remaining portion of the auxiliary spillway and left abutment.,Hurricane Florence,Report on dam failures associated with Hurricane Florence to be released by Geotechnical Extreme Event Reconnaisance (GEER) group at some point in the future. GEER team field work occurred during month of September 2018.,SC00626,BUCKHOLTZ CREEK,SC DHEC,SC Dam Safety,-1
SPRING LAKE DAM,TX00124-2765,SERVICE SPWY,-1,-1,TX00124,TR-CANEY CREEK,TCEQ,TX DEQ,-1
SPRING RUN,PA00000-3240,COUNTY REPORTED REPEATED OVERTOPPING OF DAM & EROSION DURING RECENT WEATHER EVENT.,-1,THERE WAS SOIL EROSION ON WINGWALLS AND 1.5 INCH OVERTOPPING DEPTH.,PA00000,SCRUBGRASS CREEK,PADEP,PA Dam Safety,-1
SPRING VALLEY LAKE DAM,VA770002-3393,Heavy rain resulted in overtopping,-1,-1,VA770002,ROANOKE,DEPARTMENT OF CONSERVATION AND RECREATION,VA Dam Safety,-1
SPRINGBROOK,TN11312-765,Spillway eroded during heavy rains,-1,-1,TN11312,-1,-1,-1,-1
SPRINGWOOD LAKE DAM,SC00090-3126,"A sinkhole opened in the road on the dam immediately above the 120-inch diameter outlet pipe.  Investigation by the Department showed that piping was occurring from the upstream side of the dam into the embankment, and water/sediment was exiting through holes, cracks and joints in the 120-inch diameter outlet pipe.  Over time, 2 additional sinkholes opened in the road above the outlet pipe.",-1,-1,SC00090,LITTLE JACKSON CREEK,SC DHEC,SC Dam Safety,-1
SPROUSE RESERVOIR DAM,NV00000-3436,Illegal dam with undersized auxiliary spillway was overtopped after a monsoonal storm rained 10-15 miles up valley from the dam.,-1,Irrigated fields flooded and irrigation water source lost resulting in a loss of an alfalfa cutting for eight irrigated fields.,NV00000,DUCKWATER CREEK,NEVADA DWR,NEVADA DWR,-1
ST CLAIR FARM POND,MD00199-3282,-1,-1,-1,MD00199,"CHURCH BRANCH, TR-BUSH CREEK",MD DAM SAFETY,MD DAM SAFETY,-1
ST CLAIR FARM POND,MD00130-3093,"Partial failure. Dam overtopped by about 1ft during 4-5"" rainfall on Sept 22-23, 2003. Owner observed 4ft dia sinkhole in crest & significant flow along CMP spillway pipe at top of dam.",-1,-1,MD00130,"CHURCH BRANCH, TR-BUSH CREEK",MD DAM SAFETY,MDE Dam Safety Program,-1
ST. FRANCIS,CA00000-189,There was poor foundation material and sliding planes on the Left abutment. At the time of the incident there was also concerns with the congolomerate on the right abutment but most experts now belive the failure iniciated on the left.,-1,"23,500 acres of farmland flooded. Most likely cause: instability of underlying soil,  Fatalities: 600 - Over 600 killed.",CA00000,-1,-1,"Damfailures.org, Floodpath by Jon Wilkman",-1
STEHLIK DAM 4436,NE04436-3034,-1,-1,2011 breach discovered during scheduled inspection in 2016. Cause unknown. Date Approximated,NE04436,-1,NE DNR,NeDNR,-1
STONE'S DAM,NJ00000-1202,piping under spillway,Irene,-1,NJ00000,HAKIHOKAKE CREEK,NJDEP,-1,-1
STONY LAKE DAM,OH00458-3058,"Near overtopping, damage to conrete in emergency spillway.",-1,-1,OH00458,MCGUIRE CREEK,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
STRONTIA SPRINGS,CO02219-3020,unusual (seldom seen) spillway and outlet works discharges and threat to public,-1,"EAP Level 1 activation - Due to unusual (seldom seen) spillway and outlet works discharges and threat to public in Waterton Canyon (also reacitvated 6/11/15, re-terminated June 23, 2015)",CO02219,SOUTH PLATTE RIVER,DWR,CO DWR,-1
STROUD POND DAM,SC02016-3004,Hurricane Matthew,Matthew,-1,SC02016,TR-CEDAR CREEK,SCDHEC,SC DHEC,-1
STRUM,WI00210-3499,Stoplogs in in right bay broke  and caused uncontrolled flow.  Likely due to ice damage.,-1,-1,WI00210,BUFFALO,WIDNR,WIDNR,-1
SULLIVAN,PA00358-3202,DAM IN MILDRED VILLAGE FAILED DURING TROPICAL STORM LEE CAUSING A SWATH OF DAMAGE ALONG RTE 220.,TS Lee,-1,PA00358,BIRCH CREEK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
SUMMIT CREEK NO. 1,UT30025-3366,Flood control dam filled during high spring runoff.  Excessive seepage and internal erosion from right abutment.,-1,A site inspection report to document observations was prepared.  An investigation report was not prepared.,UT30025,-1,UTAH DIVISION OF WATER RIGHTS,UT Dam Safety,-1
SUMMIT STREET LAKE DAM,NY00847-1325,seepage though downstream embankment and high impoundment water level.  Hurricane Irene,Irene,Evacuation recommended.  inspection found no damage,NY00847,AGAWAMUCK CREEK,NYS DEC,-1,-1
SUNBEAM LAKE DAM,CA00000-1338,"damaged from magnitude 7.2 earthquake/small sinkhole near outlet structure, formation of fissures near dam",-1,closed minor roadway,CA00000,OFFSTREAM,CA DSOD,-1,-1
SUNFISH POND,PA00000-3231,MOST OF STONE RETAINING WALL ON THE D/S SIDE OF THE DAM COLLAPSED.,-1,-1,PA00000,TR MIDDLE CREEK,PADEP,PA Dam Safety,-1
SUNNY LAKE DAM,OH00673-3451,Sinkhole over principal spillway,-1,-1,OH00673,TRIBUTARY TO AURORA BRANCH OF CHAGRIN RIVER,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
SUNSET,TN11313-768,Downstream slope badly eroded due to overtopping,-1,-1,TN11313,SPRING CREEK,TENN SAFE DAMS PRG,-1,-1
SUNSET DAM,CO00000-2121,Colorado Flooding,-1,-1,CO00000,-1,-1,-1,-1
SUNSET LAKE DAM,NJ00063-1180,"overtopped, severe erosion of downstream slope and failure of gabion slope protection",-1,County Road (embankment) closed,NJ00063,COHANSEY RIVER,NJDEP,-1,-1
SUNSET LAKE DAM,NJ00512-1166,erosion of embankment due to joint separation in outlet culvert,-1,-1,NJ00512,WHITE HALL BRANCH,NJDEP,-1,-1
SUNSET LAKE DAM,TX02955-3135,SPILLWAY DAMAGE,Harvey,-1,TX02955,MCDONALD CREEK,TCEQ,TX CEQ,-1
SUNSET LAKE RACEWAY DAM,NJ00764-1167,earthen embankment overtopped and breached,-1,-1,NJ00764,COHANSEY RIVER,NJDEP,-1,-1
SUNVIEW LAKE DAM,SC00067-2635,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00067,MILL CK,SCDHEC,SC DHEC Website,-1
SUTTON LAKE DAM,TX03763-2750,OVERTOPPING,-1,-1,TX03763,MAGNUS BRANCH,TCEQ,TX DEQ,-1
SWAN BUFFALO DET D#12,ND00199-3322,Spring snowmelt runoff caused flow through the dam's auxiliary spillway.,-1,-1,ND00199,SWAN CREEK,NDSWC,-1,-1
SWANNANOA LAKE #1 (SOUTH) DAM,NJ00311-1160,"overtopped, embankment damage",Irene,-1,NJ00311,WEST BRANCH ROCKAWAY RIVER,NJDEP,-1,-1
SWANZY LAKE,CA00144-3590,Elevated turbidity and groundwater intrusion near a hillside slide away from the dam embankment.,-1,Reservoir was restricted and will remain drained until the outlet's functionality is reinstated.,CA00144,TR CARQUINEZ STR,"DWR, SAFETY OF DAMS",CA DSOD,-1
SWEENY POND CREEK,WI00622-3570,"Overtopped  due to significant flooding (snowpack, etc.). The embankment sustained significant damage and eroded the asphalt as well (embankment is also a Town Road).",-1,-1,WI00622,SWEENY POND CREEK,WIDNR,WI Dam Safety,-1
SWEETWATER,CA00000-115,-1,-1,The dam at Sweetwater Reservoir fails releasing 13 billion gallons of water.. Dam constructed in 1888,CA00000,-1,-1,-1,-1
SWEETWATER MAIN,CA00775-3507,"Between mid-January to Jan 30th more than 20 inches of rain fell.  10+ inches fell during the last week of January alone.  Then, on January 30, 1916, Sweetwater Dam was overtopped by 3.5 feet when 45,000 cfs flowed into the reservoir.  The hybrid earth embankments constructed after the 1895 flood to protect the abutments were washed out.  Without the protection, the abutments breached.  The North abutment breach was 90 feet long and 45 feet deep.  The south abutment breah was 20 feet long and 40 feet deep.",-1,"8 people were killed and $3M ($68M today) damage was caused downstream, especially to (Sweetwater Co.) pipelines, railway tracks and electric utility lines",CA00775,SWEETWATER RIVER,"DWR, SAFETY OF DAMS",ASDSO Decade Dam Failures,Y
SWIFT CREEK RESERVOIR DAM,VA041012-3398,Heavy rain resulted in overtopping,-1,-1,VA041012,SWIFT CREEK,DEPARTMENT OF CONSERVATION AND RECREATION,VA Dam Safety,-1
SWIFT IRRIGATION,MT00000-210,-1,-1,Fatalities: 19 -,MT00000,MARIAS R. TRIBUTARY,-1,-1,-1
SWIFT RUN LAKE DAM,OH00515-3264,Concentrated seepage on downstream slope,-1,Seepage was in the same area as the incident noted in 2017. Dam owner put in a small slurry wall to cut off the seepage.,OH00515,SWIFT RUN,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
SWIMMING POOL,NY00000-137,-1,-1,Fatalities: 4 -,NY00000,-1,-1,-1,-1
SYKESTON DAM,ND00009-3319,"Area received 7-9 inches of rain, resulting in very high reservoir levels.  Water flowed around the sides of the concrete chute spillway, resulting in some erosion behind one chute wall.",-1,High flows through the dam's spillway washed out unpaved road below the dam.,ND00009,PIPESTEM CREEK,NDSWC,-1,-1
T AND P LAKE DAM,TX00361-2842,-1,-1,-1,TX00361,TR-RICE CREEK,TCEQ,TX CEQ,-1
TANGLEWOOD LAKE DAM,OH00173-3070,Erosion pipe through left end of dam. Lowered pool by cutting channel in the left abutment.,-1,-1,OH00173,TRIBUTARY TO GREAT MIAMI RIVER,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
TAYLOR ORD DIVERSION DAM,NE01480-1226,The dam was overtopped and was completely washed away.,-1,-1,NE01480,NORTH LOUP RIVER,NE DNR,-1,-1
TEHUACANA CREEK WS SCS GSS 5 1,TX04468-2917,"OVERTOPPED, DID NOT BREACH SPILLWAY DAMAGE",-1,-1,TX04468,BROOKEEN CREEK,TCEQ,-1,-1
TEHUACANA CREEK WS SCS SITE 2A DAM,TX06718-2930,SEVERE SPILLWAY DAMAGE,-1,-1,TX06718,MESQUITE CREEK,TCEQ,-1,-1
